,future,Au_TD,diff,ytm
15:15,,397.29,,
15:16,,397.42,,
15:17,,397.43,,
15:18,,397.43,,
15:19,,397.33,,
15:20,,397.3,,
15:21,,397.3,,
15:22,,397.35,,
15:23,,397.37,,
15:24,,397.41,,
15:25,,397.45,,
15:27,,397.4,,
15:29,,397.6,,
